,id,abbreviation,name,code,stoichiometry,is_transport,equation,definition,reversibility,direction,abstract_reaction,pathways,aliases,ec_numbers,deltag,deltagerr,compound_ids,status,is_obsolete,linked_reaction,notes,source,...23,...24
49,rxn21831,RXN-11441.c,RXN-11441.c,(1) cpd00001[0] + (1) cpd23400[0] <=> (1) cpd15612[0] + (1) cpd26638[0],"-1:cpd00001:0:0:""H2O"";-1:cpd23400:0:0:""7-methylthioheptylhydroximoyl-cysteinylglycine"";1:cpd00067:0:0:H+;1:cpd15612:0:0:""L-Serylglycine"";1:cpd26638:0:0:""7-methylthioheptylhydroximate""",0,(1) cpd00001[0] + (1) cpd23400[0] <= (1) cpd00067[0] + (1) cpd15612[0] + (1) cpd26638[0],(1) H2O[0] + (1) 7-methylthioheptylhydroximoyl-cysteinylglycine[0] <= (1) H+[0] + (1) L-Serylglycine[0] + (1) 7-methylthioheptylhydroximate[0],=,<,null,MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWYQT-4473 (glucosinolate biosynthesis from tetrahomomethionine); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis),AraCyc: RXN-11441|MetaCyc: RXN-11441|PlantCyc: RXN-11441|Name:,null,9.59,5.76,cpd00001;cpd00067;cpd15612;cpd23400;cpd26638,OK,0,null,GCC|HB|EQC,Primary Database,AT2G20610,RXN-11441
50,rxn46896,NA,NA,(1) cpd00001[0] + (1) cpd23397[0] <=> (1) cpd00033[0] + (1) cpd26632[0],-1:cpd00001:0:0:H2O;-1:cpd23397:0:0:6-methylthiohexylhydroximoyl-cysteinylglycine;1:cpd00033:0:0:Glycine;1:cpd26632:0:0:S-6-methylthiohexylhydroximoyl-L-cysteine,0,(1) cpd00001[0] + (1) cpd23397[0] <=> (1) cpd00033[0] + (1) cpd26632[0],(1) H2O[0] + (1) 6-methylthiohexylhydroximoyl-cysteinylglycine[0] <=> (1) Glycine[0] + (1) S-6-methylthiohexylhydroximoyl-L-cysteine[0],=,=,null,MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWYQT-4472 (glucosinolate biosynthesis from trihomomethionine); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis),MetaCyc: RXN-19593,null,-0.46,5.13,cpd00001;cpd00033;cpd23397;cpd26632,OK,0,null,GCC|EQP,Primary Database,,RXN-19593
51,rxn21830,RXN-11440.c,RXN-11440.c,(1) cpd00001[0] + (1) cpd23397[0] <=> (1) cpd15612[0] + (1) cpd26637[0],"-1:cpd00001:0:0:""H2O"";-1:cpd23397:0:0:""6-methylthiohexylhydroximoyl-cysteinylglycine"";1:cpd00067:0:0:H+;1:cpd15612:0:0:""L-Serylglycine"";1:cpd26637:0:0:""6-methylthiohexylhydroximate""",0,(1) cpd00001[0] + (1) cpd23397[0] <= (1) cpd00067[0] + (1) cpd15612[0] + (1) cpd26637[0],(1) H2O[0] + (1) 6-methylthiohexylhydroximoyl-cysteinylglycine[0] <= (1) H+[0] + (1) L-Serylglycine[0] + (1) 6-methylthiohexylhydroximate[0],=,<,null,MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWYQT-4472 (glucosinolate biosynthesis from trihomomethionine); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis),AraCyc: RXN-11440|MetaCyc: RXN-11440|PlantCyc: RXN-11440|Name:,null,9.59,5.75,cpd00001;cpd00067;cpd15612;cpd23397;cpd26637,OK,0,null,GCC|HB|EQC,Primary Database,AT2G20610,RXN-11440
52,rxn47415,NA,NA,(1) cpd00001[0] + (1) cpd23406[0] <=> (1) cpd00033[0] + (1) cpd26635[0],-1:cpd00001:0:0:H2O;-1:cpd23406:0:0:9-methylthiononylhydroximoyl-cysteinylglycine;1:cpd00033:0:0:Glycine;1:cpd26635:0:0:S-9-methylthiononylhydroximoyl-L-cysteine,0,(1) cpd00001[0] + (1) cpd23406[0] <=> (1) cpd00033[0] + (1) cpd26635[0],(1) H2O[0] + (1) 9-methylthiononylhydroximoyl-cysteinylglycine[0] <=> (1) Glycine[0] + (1) S-9-methylthiononylhydroximoyl-L-cysteine[0],=,=,null,MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWYQT-4475 (glucosinolate biosynthesis from hexahomomethionine); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis),MetaCyc: RXN-19587,null,-0.46,5.19,cpd00001;cpd00033;cpd23406;cpd26635,OK,0,null,GCC|EQP,Primary Database,,RXN-19587
53,rxn21833,RXN-11443.c,RXN-11443.c,(1) cpd00001[0] + (1) cpd23406[0] <=> (1) cpd15612[0] + (1) cpd26640[0],"-1:cpd00001:0:0:""H2O"";-1:cpd23406:0:0:""9-methylthiononylhydroximoyl-cysteinylglycine"";1:cpd00067:0:0:H+;1:cpd15612:0:0:""L-Serylglycine"";1:cpd26640:0:0:""9-methylthiononylhydroximate""",0,(1) cpd00001[0] + (1) cpd23406[0] <= (1) cpd00067[0] + (1) cpd15612[0] + (1) cpd26640[0],(1) H2O[0] + (1) 9-methylthiononylhydroximoyl-cysteinylglycine[0] <= (1) H+[0] + (1) L-Serylglycine[0] + (1) 9-methylthiononylhydroximate[0],=,<,null,MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWYQT-4475 (glucosinolate biosynthesis from hexahomomethionine); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis),AraCyc: RXN-11443|MetaCyc: RXN-11443|PlantCyc: RXN-11443|Name:,null,9.59,5.81,cpd00001;cpd00067;cpd15612;cpd23406;cpd26640,OK,0,null,GCC|HB|EQP,Primary Database,AT2G20610,RXN-11443
54,rxn47990,NA,NA,(1) cpd00001[0] + (1) cpd23403[0] <=> (1) cpd00033[0] + (1) cpd26634[0],-1:cpd00001:0:0:H2O;-1:cpd23403:0:0:8-methylthiooctylhydroximoyl-cysteinylglycine;1:cpd00033:0:0:Glycine;1:cpd26634:0:0:S-8-methylthiooctylhydroximoyl-L-cysteine,0,(1) cpd00001[0] + (1) cpd23403[0] <=> (1) cpd00033[0] + (1) cpd26634[0],(1) H2O[0] + (1) 8-methylthiooctylhydroximoyl-cysteinylglycine[0] <=> (1) Glycine[0] + (1) S-8-methylthiooctylhydroximoyl-L-cysteine[0],=,=,null,MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWYQT-4474 (glucosinolate biosynthesis from pentahomomethionine); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis),MetaCyc: RXN-19590,null,-0.46,5.17,cpd00001;cpd00033;cpd23403;cpd26634,OK,0,null,GCC|EQP,Primary Database,,RXN-19590
55,rxn21832,RXN-11442.c,RXN-11442.c,(1) cpd00001[0] + (1) cpd23403[0] <=> (1) cpd15612[0] + (1) cpd26639[0],"-1:cpd00001:0:0:""H2O"";-1:cpd23403:0:0:""8-methylthiooctylhydroximoyl-cysteinylglycine"";1:cpd00067:0:0:H+;1:cpd15612:0:0:""L-Serylglycine"";1:cpd26639:0:0:""8-methylthiooctylhydroximate""",0,(1) cpd00001[0] + (1) cpd23403[0] <= (1) cpd00067[0] + (1) cpd15612[0] + (1) cpd26639[0],(1) H2O[0] + (1) 8-methylthiooctylhydroximoyl-cysteinylglycine[0] <= (1) H+[0] + (1) L-Serylglycine[0] + (1) 8-methylthiooctylhydroximate[0],=,<,null,MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWYQT-4474 (glucosinolate biosynthesis from pentahomomethionine); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis),AraCyc: RXN-11442|MetaCyc: RXN-11442|PlantCyc: RXN-11442|Name:,null,9.59,5.78,cpd00001;cpd00067;cpd15612;cpd23403;cpd26639,OK,0,null,GCC|HB|EQC,Primary Database,AT2G20610,RXN-11442
56,rxn41037,NA,NA,(1) cpd00001[0] + (1) cpd23394[0] <=> (1) cpd00033[0] + (1) cpd26631[0],-1:cpd00001:0:0:H2O;-1:cpd23394:0:0:5-methylthiopentylhydroximoyl-cysteinylglycine;1:cpd00033:0:0:Glycine;1:cpd26631:0:0:S-5-methylthiopentylhydroximoyl-L-cysteine,0,(1) cpd00001[0] + (1) cpd23394[0] <=> (1) cpd00033[0] + (1) cpd26631[0],(1) H2O[0] + (1) 5-methylthiopentylhydroximoyl-cysteinylglycine[0] <=> (1) Glycine[0] + (1) S-5-methylthiopentylhydroximoyl-L-cysteine[0],=,=,null,MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWYQT-4471 (glucosinolate biosynthesis from dihomomethionine); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis),MetaCyc: RXN-19588,3.4.13.a,-0.46,5.1,cpd00001;cpd00033;cpd23394;cpd26631,OK,0,null,GCC|EQP,Primary Database,,RXN-19588
57,rxn21828,RXN-11439.c,RXN-11439.c,(1) cpd00001[0] + (1) cpd23394[0] <=> (1) cpd15612[0] + (1) cpd26636[0],"-1:cpd00001:0:0:""H2O"";-1:cpd23394:0:0:""5-methylthiopentylhydroximoyl-cysteinylglycine"";1:cpd00067:0:0:H+;1:cpd15612:0:0:""L-Serylglycine"";1:cpd26636:0:0:""5-methylthiopentylhydroximate""",0,(1) cpd00001[0] + (1) cpd23394[0] <= (1) cpd00067[0] + (1) cpd15612[0] + (1) cpd26636[0],(1) H2O[0] + (1) 5-methylthiopentylhydroximoyl-cysteinylglycine[0] <= (1) H+[0] + (1) L-Serylglycine[0] + (1) 5-methylthiopentylhydroximate[0],=,<,null,MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWYQT-4471 (glucosinolate biosynthesis from dihomomethionine); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis),AraCyc: RXN-11439|MetaCyc: RXN-11439|PlantCyc: RXN-11439|Name:,4.4.1.M2,9.59,5.73,cpd00001;cpd00067;cpd15612;cpd23394;cpd26636,OK,0,null,GCC|HB|EQC,Primary Database,AT2G20610,RXN-11439
58,rxn21810,RXN-11421.c,RXN-11421.c,(1) cpd00042[0] + (1) cpd23386[0] <=> (1) cpd00001[0] + (1) cpd23387[0],"-1:cpd00042:0:0:""GSH"";-1:cpd00067:0:0:H+;-1:cpd23386:0:0:""indole-3-acetonitrile oxide"";1:cpd00001:0:0:H2O;1:cpd23387:0:0:""indole-3-acetohydroximoyl-glutathione""",0,(1) cpd00042[0] + (1) cpd00067[0] + (1) cpd23386[0] <=> (1) cpd00001[0] + (1) cpd23387[0],(1) GSH[0] + (1) H+[0] + (1) indole-3-acetonitrile oxide[0] <=> (1) H2O[0] + (1) indole-3-acetohydroximoyl-glutathione[0],?,=,null,MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWY-601 (glucosinolate biosynthesis from tryptophan); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis),AraCyc: RXN-11421|MetaCyc: RXN-11421|PlantCyc: RXN-11421|Name:,null,1.00E+07,1.00E+07,cpd00001;cpd00042;cpd00067;cpd23386;cpd23387,OK,0,null,WB|HB|GCP|EQP,Primary Database,AT4G31500,RXN-11421
59,rxn21811,RXN-11422.c,RXN-11422.c,(1) cpd00042[0] + (1) cpd23389[0] <=> (1) cpd00001[0] + (1) cpd23390[0],"-1:cpd00042:0:0:""GSH"";-1:cpd00067:0:0:H+;-1:cpd23389:0:0:""4-methylthiobutanonitrile oxide"";1:cpd00001:0:0:H2O;1:cpd23390:0:0:""4-methylthiobutylhydroximoyl-glutathione""",0,(1) cpd00042[0] + (1) cpd00067[0] + (1) cpd23389[0] <=> (1) cpd00001[0] + (1) cpd23390[0],(1) GSH[0] + (1) H+[0] + (1) 4-methylthiobutanonitrile oxide[0] <=> (1) H2O[0] + (1) 4-methylthiobutylhydroximoyl-glutathione[0],?,=,null,MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWY-1187 (glucosinolate biosynthesis from homomethionine); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis),AraCyc: RXN-11422|MetaCyc: RXN-11422|PlantCyc: RXN-11422|Name:,null,1.00E+07,1.00E+07,cpd00001;cpd00042;cpd00067;cpd23389;cpd23390,OK,0,null,WB|HB|GCP|EQP,Primary Database,AT4G13770,RXN-11422
60,rxn21812,RXN-11423.c,RXN-11423.c,(1) cpd00042[0] + (1) cpd23392[0] <=> (1) cpd00001[0] + (1) cpd23393[0],"-1:cpd00042:0:0:""GSH"";-1:cpd00067:0:0:H+;-1:cpd23392:0:0:""5-methylthiopentanonitrile oxide"";1:cpd00001:0:0:H2O;1:cpd23393:0:0:""5-methylthiopentylhydroximoyl-glutathione""",0,(1) cpd00042[0] + (1) cpd00067[0] + (1) cpd23392[0] <=> (1) cpd00001[0] + (1) cpd23393[0],(1) GSH[0] + (1) H+[0] + (1) 5-methylthiopentanonitrile oxide[0] <=> (1) H2O[0] + (1) 5-methylthiopentylhydroximoyl-glutathione[0],?,=,null,MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWYQT-4471 (glucosinolate biosynthesis from dihomomethionine); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis),AraCyc: RXN-11423|MetaCyc: RXN-11423|PlantCyc: RXN-11423|Name:,null,1.00E+07,1.00E+07,cpd00001;cpd00042;cpd00067;cpd23392;cpd23393,OK,0,null,WB|HB|GCP|EQP,Primary Database,AT4G13770,RXN-11423
61,rxn21813,RXN-11424.c,RXN-11424.c,(1) cpd00042[0] + (1) cpd23395[0] <=> (1) cpd00001[0] + (1) cpd23396[0],"-1:cpd00042:0:0:""GSH"";-1:cpd00067:0:0:H+;-1:cpd23395:0:0:""6-methylthiohexanonitrile oxide"";1:cpd00001:0:0:H2O;1:cpd23396:0:0:""6-methylthiohexylhydroximoyl-glutathione""",0,(1) cpd00042[0] + (1) cpd00067[0] + (1) cpd23395[0] <=> (1) cpd00001[0] + (1) cpd23396[0],(1) GSH[0] + (1) H+[0] + (1) 6-methylthiohexanonitrile oxide[0] <=> (1) H2O[0] + (1) 6-methylthiohexylhydroximoyl-glutathione[0],?,=,null,MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWYQT-4472 (glucosinolate biosynthesis from trihomomethionine); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis),AraCyc: RXN-11424|MetaCyc: RXN-11424|PlantCyc: RXN-11424|Name:,null,1.00E+07,1.00E+07,cpd00001;cpd00042;cpd00067;cpd23395;cpd23396,OK,0,null,WB|HB|GCP|EQP,Primary Database,AT4G13770,RXN-11424
62,rxn21814,RXN-11425.c,RXN-11425.c,(1) cpd00042[0] + (1) cpd23398[0] <=> (1) cpd00001[0] + (1) cpd23399[0],"-1:cpd00042:0:0:""GSH"";-1:cpd00067:0:0:H+;-1:cpd23398:0:0:""7-methylthioheptanonitrile oxide"";1:cpd00001:0:0:H2O;1:cpd23399:0:0:""7-methylthioheptylhydroximoyl-glutathione""",0,(1) cpd00042[0] + (1) cpd00067[0] + (1) cpd23398[0] <=> (1) cpd00001[0] + (1) cpd23399[0],(1) GSH[0] + (1) H+[0] + (1) 7-methylthioheptanonitrile oxide[0] <=> (1) H2O[0] + (1) 7-methylthioheptylhydroximoyl-glutathione[0],?,=,null,MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWYQT-4473 (glucosinolate biosynthesis from tetrahomomethionine); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis),AraCyc: RXN-11425|MetaCyc: RXN-11425|PlantCyc: RXN-11425|Name:,null,1.00E+07,1.00E+07,cpd00001;cpd00042;cpd00067;cpd23398;cpd23399,OK,0,null,WB|HB|GCP|EQP,Primary Database,AT4G13770,RXN-11425
63,rxn21815,RXN-11426.c,RXN-11426.c,(1) cpd00042[0] + (1) cpd23401[0] <=> (1) cpd00001[0] + (1) cpd23402[0],"-1:cpd00042:0:0:""GSH"";-1:cpd00067:0:0:H+;-1:cpd23401:0:0:""8-methylthiooctanonitrile oxide"";1:cpd00001:0:0:H2O;1:cpd23402:0:0:""8-methylthiooctylhydroximoyl-glutathione""",0,(1) cpd00042[0] + (1) cpd00067[0] + (1) cpd23401[0] <=> (1) cpd00001[0] + (1) cpd23402[0],(1) GSH[0] + (1) H+[0] + (1) 8-methylthiooctanonitrile oxide[0] <=> (1) H2O[0] + (1) 8-methylthiooctylhydroximoyl-glutathione[0],?,=,null,MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWYQT-4474 (glucosinolate biosynthesis from pentahomomethionine); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis),AraCyc: RXN-11426|MetaCyc: RXN-11426|PlantCyc: RXN-11426|Name:,null,1.00E+07,1.00E+07,cpd00001;cpd00042;cpd00067;cpd23401;cpd23402,OK,0,null,WB|HB|GCP|EQP,Primary Database,AT4G13770,RXN-11426
64,rxn21816,RXN-11427.c,RXN-11427.c,(1) cpd00042[0] + (1) cpd23404[0] <=> (1) cpd00001[0] + (1) cpd23405[0],"-1:cpd00042:0:0:""GSH"";-1:cpd00067:0:0:H+;-1:cpd23404:0:0:""9-methylthiononanonitrile oxide"";1:cpd00001:0:0:H2O;1:cpd23405:0:0:""9-methylthiononylhydroximoyl-glutathione""",0,(1) cpd00042[0] + (1) cpd00067[0] + (1) cpd23404[0] <=> (1) cpd00001[0] + (1) cpd23405[0],(1) GSH[0] + (1) H+[0] + (1) 9-methylthiononanonitrile oxide[0] <=> (1) H2O[0] + (1) 9-methylthiononylhydroximoyl-glutathione[0],?,=,null,MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWYQT-4475 (glucosinolate biosynthesis from hexahomomethionine); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis),AraCyc: RXN-11427|MetaCyc: RXN-11427|PlantCyc: RXN-11427|Name:,null,1.00E+07,1.00E+07,cpd00001;cpd00042;cpd00067;cpd23404;cpd23405,OK,0,null,WB|HB|GCP|EQP,Primary Database,AT4G13770,RXN-11427
65,rxn42136,NA,NA,(1) cpd00042[0] + (1) cpd36001[0] <=> (1) cpd00001[0] + (1) cpd32698[0],-1:cpd00042:0:0:GSH;-1:cpd00067:0:0:H+;-1:cpd36001:0:0:1-aci-nitro-2-(4-hydroxyphenyl)ethane;1:cpd00001:0:0:H2O;1:cpd32698:0:0:(E)-1-(glutathion-S-yl)-N-hydroxy-2-(4-hydroxyphenyl)ethan-1-imine,0,(1) cpd00042[0] + (1) cpd00067[0] + (1) cpd36001[0] <=> (1) cpd00001[0] + (1) cpd32698[0],(1) GSH[0] + (1) H+[0] + (1) 1-aci-nitro-2-(4-hydroxyphenyl)ethane[0] <=> (1) H2O[0] + (1) (E)-1-(glutathion-S-yl)-N-hydroxy-2-(4-hydroxyphenyl)ethan-1-imine[0],?,=,null,MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWY-7901 (glucosinolate biosynthesis from tyrosine); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis),MetaCyc: RXN-18757,null,1.00E+07,1.00E+07,cpd00001;cpd00042;cpd00067;cpd32698;cpd36001,OK,0,null,HB|GCP|EQP,Primary Database,,RXN-18757
66,rxn21809,RXN-11420.c,RXN-11420.c,(1) cpd00042[0] + (1) cpd23383[0] <=> (1) cpd00001[0] + (1) cpd23384[0],"-1:cpd00042:0:0:""GSH"";-1:cpd00067:0:0:H+;-1:cpd23383:0:0:""2-phenylacetonitrile oxide"";1:cpd00001:0:0:H2O;1:cpd23384:0:0:""S-[(Z)-Phenylacetohydroximoyl]-L-glutathione""",0,(1) cpd00042[0] + (1) cpd00067[0] + (1) cpd23383[0] <=> (1) cpd00001[0] + (1) cpd23384[0],(1) GSH[0] + (1) H+[0] + (1) 2-phenylacetonitrile oxide[0] <=> (1) H2O[0] + (1) S-[(Z)-Phenylacetohydroximoyl]-L-glutathione[0],?,=,null,MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWY-2821 (glucosinolate biosynthesis from phenylalanine); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis),AraCyc: RXN-11420|MetaCyc: RXN-11420|PlantCyc: RXN-11420|Name:,null,1.00E+07,1.00E+07,cpd00001;cpd00042;cpd00067;cpd23383;cpd23384,OK,0,null,WB|HB|GCP|EQP,Primary Database,AT4G31500,RXN-11420
67,rxn27073,RXNQT-4349.c,RXNQT-4349.c,(1) cpd17422[0] + (1) cpd22369[0] <=> (1) cpd17423[0] + (1) cpd21904[0],"-1:cpd17422:0:0:""10-Methylthio-2-decanoic acid"";-1:cpd22369:0:0:""Amino-Acids-20"";1:cpd17423:0:0:""Hexahomomethionine"";1:cpd21904:0:0:""2-Oxo-carboxylates""",0,(1) cpd17422[0] + (1) cpd22369[0] <=> (1) cpd17423[0] + (1) cpd21904[0],(1) 10-Methylthio-2-decanoic acid[0] + (1) Amino-Acids-20[0] <=> (1) Hexahomomethionine[0] + (1) 2-Oxo-carboxylates[0],?,=,null,"MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWYQT-4450 (aliphatic glucosinolate biosynthesis, side chain elongation cycle); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis)",AraCyc: RXNQT-4349|MetaCyc: RXNQT-4349|PlantCyc: RXNQT-4349|Name:,2.6.1.-,1.00E+07,1.00E+07,cpd17422;cpd17423;cpd21904;cpd22369,OK,0,null,GCP|EQP,Primary Database,,RXNQT-4349
69,rxn41489,NA,NA,(2) cpd26650[0] <=> (1) cpd00001[0] + (1) cpd00055[0] + (1) cpd26646[0],"-2:cpd26650:0:0:indole-3-carbinol;1:cpd00001:0:0:H2O;1:cpd00055:0:0:Formaldehyde;1:cpd26646:0:0:3,3'-diindolylmethane",0,(2) cpd26650[0] <=> (1) cpd00001[0] + (1) cpd00055[0] + (1) cpd26646[0],"(2) indole-3-carbinol[0] <=> (1) H2O[0] + (1) Formaldehyde[0] + (1) 3,3'-diindolylmethane[0]",=,=,null,MetaCyc: Activation (Activation); Activation-Inactivation-Interconversion (Activation/Inactivation/Interconversion); Degradation (Degradation/Utilization/Assimilation); GLUCOSINOLATE-DEG (Glucosinolate Activation); N-CONTAINING-GLUCOSIDE-DEG (Nitrogen Containing Glucoside Degradation); N-CONTAINING-SECONDARY-CMPD-DEG (Nitrogen Containing Secondary Compound Degradation); PWYQT-4476 (indole glucosinolate activation (herbivore attack)); SECONDARY-METABOLITE-DEGRADATION (Secondary Metabolite Degradation),MetaCyc: RXNQT-4353,null,-4.92,0.48,cpd00001;cpd00055;cpd26646;cpd26650,OK,0,null,GCC|EQC|EQU,Primary Database,,RXNQT-4353
70,rxn40883,NA,NA,(1) cpd00001[0] + (1) cpd34061[0] <=> (1) cpd17409[0],-1:cpd00001:0:0:H2O;-1:cpd34061:0:0:2-[(2'-methylsulfanyl)butyl]maleate;1:cpd17409:0:0:3-(4'-Methylthio)butylmalate,0,(1) cpd00001[0] + (1) cpd34061[0] <=> (1) cpd17409[0],(1) H2O[0] + (1) 2-[(2'-methylsulfanyl)butyl]maleate[0] <=> (1) 3-(4'-Methylthio)butylmalate[0],=,=,null,"MetaCyc: GLUCOSINOLATE-SYN (Glucosinolate Biosynthesis); N-CONTAINING-GLUCOSIDE-SYN (Nitrogen-Containing Glucoside Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWYQT-4450 (aliphatic glucosinolate biosynthesis, side chain elongation cycle); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis)",MetaCyc: RXN-18187,null,1.18,0.45,cpd00001;cpd17409;cpd34061,OK,0,null,GCC|EQC|EQU,Primary Database,AT4G13430 // AT2G43100,RXN-18187
